,train,val,test
0,0005f7aaab2800f6170c399693a96917,f4c1f9e721fd07e51cfb51df48467bed,74270feba7d6ce664d84065e27cfea6d
1,000920ad0b612851f8e01bcc880d9b3d,a2d2d3edfd1258bca33aeea4d9cc8d0c,2e6297af323773874cf67262e7732dee
2,001d865e65ef5d2579c190a0e0350d8f,64a5241c55374047bf1ceb772e0e2d43,c84a6b64601ebd34c101f2135be353dc
3,002a4db09dad406c85505a00fb6f6144,6c7324c3bfe359fd8c82c77db241e4f3,23a080bdf72d0fcb4b804fd1c81341d1
4,00412139e6b04d1e1cee8421f38f6e90,dd1db5cd5fad82faf3ae68a17696e31e,4898a1bc6e036de7f2c3d31b2b574b84
5,006f4d8d3556dd21f6424202c2d294a9,3be2a098025a29cd05098a7457ffa2e0,b0cc06f43c78e42ea4023817397eab7d
6,00a76bfbec239fd9f465d6581806ff42,3bc54012b4306e04b9b157811d18c1f6,0c9045b2cc21942d866067874807cad8
7,01699a34381500901408ba3258f5c61a,e38f5947aa294d2b77c418f265817e3b,060fb11087bfa2be0b810fad986328c2
8,019c1b40e6ec7410e8356c5d8d487954,f7d4742181dbabcd86644ec7781c14b4,a712e62023246ce138c377b93660ee69
9,01c816336959ee9d94b23b37b0f71f21,f78aa942c071318c478a59cf1e8f4b51,700c0607ec73c9ccdd88de5617f850a9
10,01d983ba412b27a65f58848b695ec751,3790f55cad63053e956fb73027179707,61f60c51646f693dea9c21722c075201
11,01fe87e27518936463e751691db8f730,1e6f80037841250f61245102cb51baba,ec0cc0db2e434f2a0bab41cb95d62a4a
12,0200fa88e8c01546663b9db1726936ac,3e82e6ca41e6bb8dc98c7006d5ccdba4,738963113c79bb3c8814b06224a263a3
13,022181eb0127cb8f1ec240efa3f15799,834654070eb44fb589d68557f0f48587,f5a2f826b3957a6961712a52eb94ef2c
14,024ed1244a6d817358cedaea3783bbde,c6fb997f235db1a874d4e4f208e8e84e,bbfc17c7ac58d38b5eaaf72c53ece10d
15,025a65c53cd655151b9ff1b9518aa27e,194bdb6540c1d8b3e65bbc1f7cb506ca,94f7f3918ecc4fd3ace3aa7d10e7d521
16,028098c36eb49a8c6aa6e76e365dd055,78079f0be01cdfed7111f16d2a3473da,b09d495590251a1a6abab4b781265a1d
17,033e39459301e97e457232780a314ab7,99c859ed54c280bb910ae90ec68c228d,0eba277034f9fee35b08e4aa8a2cd1ef
18,03cb612a6410c5503aa9cf3d0ba1740f,831183f19516eec017c0ec264ff75eaa,82736c3ebebcfa423b30dd9cdc048e22
19,03cbe5d39233a65cd7f64a81094ccc54,20bfdfeb0d070454d02b2c98e351e5f6,052d30c6787716383b5789d5711e6d65
20,03e321735fcdc09782e006f9fca23075,78f0437fc3a127819021a03457b2d060,75d610802826f390bbda0f4e11260a56
21,04201ee15d33abe4b032317792cf1040,59949a9304b8d4678e55709ef9cf1d8a,8900095e28a92eebb25f469b67d29b84
