,train,val,test
0,0005f7aaab2800f6170c399693a96917,8b421aa81e047f4649df49387c6aad02,8b670faa5b39f947705e77fec2068cdc
1,000920ad0b612851f8e01bcc880d9b3d,8ecdb6b16476fa6610c7200a093f562c,0896c0e0ee1979a0075927acb663f2a4
2,001d865e65ef5d2579c190a0e0350d8f,ee182a14e532b122f40d561d87eb2136,c45e498bf134c619d637029d36efc78b
3,002a4db09dad406c85505a00fb6f6144,9deef6de4a5c3c2be5b8325a36e59464,62a50c8cf16df87766e00c440cfb0272
4,00412139e6b04d1e1cee8421f38f6e90,1ee5dd11e670c5a007555d77537635b6,8884df5d60449673685793c63b8d4b33
5,006f4d8d3556dd21f6424202c2d294a9,3385a0f7f4f3e7e7b380325582b115c9,01fe87e27518936463e751691db8f730
6,00a76bfbec239fd9f465d6581806ff42,d50f85e2414dd545345934cdef5c8dce,e378d4208a7887e81d8b4b92cb81ec3e
7,01699a34381500901408ba3258f5c61a,e70ff0b6ac8c6f0ec256d88969cc81d3,3c89c48cb5db0af4ff08d1b8568e5687
8,019c1b40e6ec7410e8356c5d8d487954,7339b4fe01bff9be3c2326e47ede6ec7,69782ae700f84033ac9b654140f7229e
9,01c3fb23ddaec7c51e1c0b52450bb472,345308e335f09ee04152c18426ad9a91,680984934a44ffcfc33f21b9b62f9436
10,0200fa88e8c01546663b9db1726936ac,69fedae136a43fb721cf2feb8235a85f,278ae74156d22b4e8457cd1bf2960f58
11,022181eb0127cb8f1ec240efa3f15799,baa56a2170af3f075668320277692c9f,64b278351203c5a9e1bcffa05621280d
12,025a65c53cd655151b9ff1b9518aa27e,ae4eece1cdf581598449b32f7747f3a6,4bb86006d6608773f3e1de6f204a8ee4
13,028098c36eb49a8c6aa6e76e365dd055,17e7aba72b4614e4c562c346e3ca2e28,aa143bbd830073e080e509ce3160d272
14,033e39459301e97e457232780a314ab7,9e214636c44de44bb1b3c62e5f2af44b,ba878aad9541312659408b23d590d9fe
15,035587e63d72f8537b3fce5067bb18df,3a65a5ed1de1c2981820e3daca60d138,e76c7b4cbca487702e96526bf01bc165
16,03cb612a6410c5503aa9cf3d0ba1740f,b610eb6e68c21ac91a0ffd1005035715,20eacac6717ec529a2629ed8e6baf29c
17,03cbe5d39233a65cd7f64a81094ccc54,ff567263913a91c99abbe39d9d679b93,98b21ebe0f82df97ce203d54227d5744
18,03e321735fcdc09782e006f9fca23075,60f0dc0ff216b409ca44a9ba097a0f85,ff6e67a5f0b674097f5142ec24eb8fcb
19,04201ee15d33abe4b032317792cf1040,b0cc06f43c78e42ea4023817397eab7d,ae735fba71d07070521f014ddfaa6bc4
20,042bd2100df4934b520a4c0c3fbe1d6b,815cdf5c920260e8174242bc3395b527,ab119bc53387c66615f88239738df2e2
21,0452381085998676ae1e3c877df5bd4d,3c009593bcf6cdfd25a06a0488c76941,ac8682bef4c6309210b50279feff0a83
22,0470680842880ac7493bbf5e7cfbc26b,74acf0cf4abb0e8ffa7afc0fa06eb53e,e0132eae13bc88ec6987d59203a22879
23,0497647d8124c3a7f498c89204b7afe2,1ca999adbbc948e69783686e5b5414e4,cc3d4d77585447466f27904725bd1d7b
24,04b66a150ef667f328aa378e1ee8d750,ebcbe0cbe5aee5f63c5bed754f3c8be0,b3d9908da3de040885c2523ba4623a2b
25,04cc6bb8a2b8b3620e4f1b01af1e8269,376a5058f8fcf38a3df4a0c431e974fa,e34756c845af0df51049713c5d5f30be
26,052d30c6787716383b5789d5711e6d65,01d983ba412b27a65f58848b695ec751,abf943d2bd73e975a5e8a762df7b2e13
27,0532c61a5b3b8223b42bc62b6fac4a48,28773bed9737ae69d31bee2766704c0d,34238501396310a6512eccb0120bd85b
28,055dc74f97a387fd1f12beb64e1cca76,2641b27c17ee58e7da17b354109be726,f954a72d94691707e9bb0a0173384b73
29,056806d7a40db6e21868f74a6f4fccc2,4840094b5f83d841f77859ed1ce6865f,3f434f364fee7d817d8a7f32364670c4
30,0583f220404a873c7f288d1d908dec96,8cca652bef7a75a8a035bedb78b58832,31b128f74dbeb86a08d310524b772c05
31,05e06bff98cf601bbee320f6547cf9ab,698b4103a9f029886d32065d2ff436cc,4daf2f3a2e1888094201c1fcb98fd7d6
32,05f15be5254b9dc5c8ad24400448d00a,b4d35decb5af45d088f7165fbb664612,cf4938eb30ad64f2e955ad04e90520bb
33,06005debf8e7e498384b383c018e1127,196a19d5bcec9d1cd1c98eb21b7b8358,f136c04bb54b73543f234c0c6b51ad41
34,060f60eeecf1ab502526a34db9caaf8e,74e62ea8e9e5c1a2f6081b831dc1535e,362e3e8ac1b34cd114f6e47ad94e3e28
35,060fb11087bfa2be0b810fad986328c2,a9f1aee928c544e2fd4a4cd448771a38,3bec458737cfadd414c267ce0200c941
36,06521bf2287ba40f046dcabc6c9dddc1,401125cfff3d551db4dbd096e9eb1f08,dccc83277c036d6a82720e6a19785fad
37,065762b2ae186afcf91bbedc81142ef4,97ed26d2c626a5f6200d2f6da1a56ae5,cb109658cc3e8b87465e9359425e202f
38,067bc8b33f5a6415e4f4ef61bef2bcd5,a18d6821151df6f86203ed6812b285ab,01c816336959ee9d94b23b37b0f71f21
39,068067cb3873af5f4dcc3e5859b57991,feaf693051419310372e21ca9cf326c0,0ac4677348cf4fc1ebe354ba1037921c
40,06a6be84f9a7b7669f27956175566d90,5ddb273c1966b8e5849a9292ed4c96ae,effe920ec2c4a10fe08d237a806d04d5
41,06f3b1ddd71638119ffccf20d386d0f9,e2c1421a3794ba9dc1673c6509628485,6f0a397467d394b62c48a6199db06b6b
42,06f714d78f6f5c545cd149cf71c7c1c1,fd0bdbe623efae0f98131ce9be58ae47,f20ff8d9b9b0f5f6df241672541dd9a5
43,0716c93c57221da6de731b0df342a641,94f59c80441412249d37ee784bbb64aa,7706a3b93d3b590af66ab5402b461479
44,071adc8288cc111233b74980684c3552,91e740d5dd2c702b30f0c6c4300512a4,ec3f8f4e374dd25c308d7c4081c720a4
45,07a9af222e35aa6ff2afbdbd38ab893e,80a67cf2aac256ea365b1bff603271d9,639dcd07a4de787c02b44b26a984d202
46,07c9784228dc2ad0b00d2cecd8ca32ce,e9cc7c0bc8f872f85115f20344e7e491,146b34839149849ceb98aa7b9bd7edcd
47,07d138144a7db2828e4e4efb8e144561,e9b23d50388ce76955b95f482e892f5b,f6c48b756b48f8b45aaec467ff3273d6
48,07e81d2eee07982de62cd5b303d19872,36d601499ced6c8d29d9cdd5a42db4cf,25ab6fdebec09bb2b98756d9068a4c09
49,07eaadc46babea72e7fd1c3be000928e,65ae2ddcf6dbae0f38297cfa1e3e5d0b,9b6d1475e8c89d399ad6d5934bcd6037
50,07f1c3248162f27276cc1ce3a262f05d,a5be9b704fae4da3e8a8fcdcf17973e1,c5f3124ac85ffbb17d23593c96f96cb9
51,08a3bce609b63cb12dbd833319fb177e,26c37ce739ad72a09f22bfa4ded46db7,a9b5352dfb32a821700f5d6876baa479
52,08b1c6fbb511776ac028b0a5c9e42ad2,4e6e65a0d88a155afa71221ceceee985,fa443a89009d726aafc74f439dcda7aa
53,08fb451c085cb309fdd5c2650070185f,47ba1e7344da00d621596e398521adf3,2108712d16ce155cbeff56ce3bb3105c
54,0954f0bb123cf3be8b00c9c989dcf3d6,056990e94a55a9bc73f7ffc0a6f8080f,ffb182fa5b636005e21eec384bbf406b
55,0960b0d7aa0b3c3cb95acb72e8bcf4e1,81e6e8f65b2cf6495c7a009adeb64569,b178a5e3b3e668381bc66e3dac6fa94e
56,09654a0e78754b384b69fad7ecc7ba14,e9c567814f3d582607f9eff2a3b7668c,cc62826100999f9afbea8484e18dbf00
57,09a6f9c1f4102521c8bd55871eb857f6,db0f36ba03d1c8fbec2cc96c3f8c0708,1b62979da20ae2bef863e859a964a65d
58,09c591c160a3a43be8e03dfcab80b4c0,a135338352ca55f2cee63eb68b953cc7,b405bee054a43274351de90a08d9ea77
59,09fc43e064588dca30345bf48cea81a8,89dc2910f86eb2f24aeb28fbcf55d996,fe8e6d622955498e6d221940363f57b4
60,0ab626bb7e1eb8c7b1eb6ac3fb129349,6658938e029f1bdba9c0ef30a7ecd484,549d801ed6595fccfe5a7087c35df1f1
61,0af9dc7262948b51596d3305675e4a37,66afef566add0c44fbc3a00392b5a39a,6ccced7f24b2fa0a84639d192f3a9679
62,0b2c7d97a377d620e70109199bf8eed8,23015584da279e40f3aee6ee2cf25d65,7e20141d92f88166015e47b537178a33
63,0b6d642c9b160678dcfff095c21ce09f,91b4d138c4615eda9484353968b9b0b3,df34f8f7d0a880466008263162c00d68
64,0b6e34bf65ee0810c1a4bf702b667c88,78d8d01ea0cec064b6ad7c9b283eff55,e1473b87b0374c25573eafc237eb5b0d
65,0bb6facc3ebad1582fca77968ff757c6,c712026c5327cb58b470cd7e97982427,88d828c35fb9072e4de849b75fe9f721
66,0bd8e31343eeb3a3d57effeb507c9a91,9746a908fb142b961e5b0b1afef3dac4,1c9968ab31b8a210c54ef761d36d8b8d
67,0c02d3bb3a62519b31c63d0301c6843e,62c9db4e05a648c8795ae51a49003906,ccb6cf5f73948fbd88d7e4f2fcdea92e
68,0c086008cc6c8c8da93106b67d336b8f,024ed1244a6d817358cedaea3783bbde,224204f1ccde52b6d5a43c94440d9324
69,0c184eef4691e624de23e7b3d6a50025,ede8541318635beb3244e1ecf2bae080,42fb5621a7efec257508e6b08d959c3f
70,0c2964f57d972f4cadc28f5cdbe95f48,7b3c5e07fd05616a34fa757f17029f99,a9602c1b9f465f9d3ca9f41084a6c64f
71,0c5170ccdfd5405de0600d2c25850dac,e06fe6f8da1f7a47476109e82548cd94,0d11cd4b1285e9704ecd9fbee3ee8544
72,0c63ad44d6bc717dcf0c965d1284d503,669b67af2cab5c7d7cdc569052d13f9d,9d1409234a18d9419bfd8ee214c50ed8
73,0c74834f412d04ad87c230fc337d9e80,14dfad45a9eb1e87d8828514d293a558,3f156d535f158d7a4370cf836520b185
74,0c77c44639718bde0513e97205b413a0,8d14e4160147a34111189383ecae42ec,40f620868c9f202a2cf669e4f20ffcf3
75,0c782b90b01085cd1c390076363c6fe6,5ce3c1ea8008cd274f8a9e47537143ff,ec44c46c8fbfd5e3d91c8b46ac2badcf
76,0c81fb679d464543822f9b5c59aef5a0,6129f36d2604ad122625914947cfce61,470fe78b3e1c56bc1117d440c92b8c8f
77,0c86d570723c4f38b59a5e9678887eac,d92fc82bea7ec08b5d7bac547848abf3,4817f7eca9697088d10623470bd5e7d2
78,0c9045b2cc21942d866067874807cad8,24303cf860c2a29fdc618efef5da00ba,6f412ed9fa15d7b5c75bcfbe1fbb5b54
79,0cc35bc0fe4dd912b20f72d66888fd49,ac115e6c259bf4b3f6f3240c26c35eab,976e53986cf5902e6d8eb26e04fa44f9
80,0ce4ad46cffd5d3be84513fad62dded7,3a450c205cf27f0348b46d8329c13fc6,f35466ac37a4bd2190e6aaf668f0dfbf
81,0cf00319764b0a06dc1b0dbdfe877c45,b9d31c46fe8b9de6955f6fa1eddc41e9,87f37025744c522347f79521cd465f7b
82,0d19c87a2ac19e41556441cdfafd7234,0f7e1771e31bc1e8fb2014f9aa23cf98,4e92c661eb2a8fc107c4a69fcb72dc49
83,0d3a60962ae62416519dd9f4c1f172a0,4f6efdeddfa91dd6b14fd63b1949f0b9,b39e17375ec90340ba1c191716858c65
84,0d7666fdc3372c68a080c612081e2b45,71648d6b0b10a8c08da9934785608b51,8369d7bac658189235a5d774d6ee5f71
85,0d88608b8268cef169385e0d7dd43903,ad7d7f899e2dce2e90e1fa7d9d332c44,61ece421cba834e92bb6338e30c5f6e4
