,train,val,test
0,0005f7aaab2800f6170c399693a96917,846a48330c171d2fdeef2b0653ca8e07,6740dbd4b12921e8aef0381c3bc2eb75
1,000920ad0b612851f8e01bcc880d9b3d,9d06c9352a9eefe7160f82932a6013e3,1237190a840ad3929f3c8568be55df9e
2,001d865e65ef5d2579c190a0e0350d8f,0c782b90b01085cd1c390076363c6fe6,25ab6fdebec09bb2b98756d9068a4c09
3,002a4db09dad406c85505a00fb6f6144,1f547d9613e2a5417d94bcd914f75f09,de4dc93bcd5dd4eb08fdec474455de0c
4,00412139e6b04d1e1cee8421f38f6e90,2d4e339401d42b194cf2eef7cdfc26ec,4375505cc90a8de4e82c267a1d2f97f4
5,006f4d8d3556dd21f6424202c2d294a9,8ad2547b9347d850bda6e43eaa3a0026,6001e27f6577164029e34413c8c019ce
6,00a76bfbec239fd9f465d6581806ff42,b16d6bd187daeab37bd5e6ba9c5ec1ba,a925f822c0a81f2092e58f0cf1fd829c
7,01699a34381500901408ba3258f5c61a,30e85f5810d4b790b17fa0c3b9ac0437,a6e661a8ab4a3785acb2a87b2d542684
8,019c1b40e6ec7410e8356c5d8d487954,41a7f02bda7016398ff2d492d0f717e2,275e372464deaeda080e47c4a1f8a8ef
9,01c3fb23ddaec7c51e1c0b52450bb472,5b8b545a19b68b947235ead5041d001c,a08642ee66d28e4216bda09d27e5df99
10,01c816336959ee9d94b23b37b0f71f21,575d03be6128742107c98cb96c2a6f57,28773bed9737ae69d31bee2766704c0d
11,01d983ba412b27a65f58848b695ec751,aadc1f380501876a1bbe46d2c617a12a,413ad3ccfe919607104a59cf04f99aeb
12,01fe87e27518936463e751691db8f730,5483378d5b753f44d72b0c415b378529,4b38723b387a432075f7cb3544172900
13,0200fa88e8c01546663b9db1726936ac,90b8c7eac5e1df7eb3310d2346a24ebc,e38f5947aa294d2b77c418f265817e3b
14,022181eb0127cb8f1ec240efa3f15799,19d156b7230b9379ce387261876116c5,0e01dca6be914ca5159e6d6bbd9b9468
15,024ed1244a6d817358cedaea3783bbde,a9602c1b9f465f9d3ca9f41084a6c64f,c7a0a3e5eeca21a243fb812285f045c1
16,025a65c53cd655151b9ff1b9518aa27e,de61189b0703edb4ba5d9e53f4ce9cc5,a712e62023246ce138c377b93660ee69
17,028098c36eb49a8c6aa6e76e365dd055,574e38e823dca53296ee4676b3de106c,8dbc8704ec25e7058252d987bb67b288
18,033e39459301e97e457232780a314ab7,4898a1bc6e036de7f2c3d31b2b574b84,f0d3a67702abc214a7ca6c1158e5a62c
